src_form,tgt_form,tgt_lang,meaning,sem_field,sem_cat,ID,Target_Form_ID,Target_Form_Row_ID,Target_WOLD_ID,Target_Language_ID_CLDF,Target_Glottocode,Source_Language,Source_Glottocode,Parameter_ID,Concepticon_ID,Concepticon_Gloss,Target_Borrowed,Target_Borrowed_Score,Borrowing_Comment,Borrowing_Source,label_loan,neg_type,pair_source,src_form_norm,tgt_form_norm,row_uid
quaille,quail,English,the quail,Animals,Noun,10111.0,English-3-865-1,7203.0,13.0,13.0,stan1293,Old French,,3-865,1893.0,QUAIL,1. clearly borrowed,1.0,,,1,positive,wold_positive,quaille,quail,pos_0009681
hjarta,širdis,Imbabura Quechua,the adze,Basic actions and technology,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,hjarta,širdis,cognate_external_0002895
fritar,prita-,Hup,to roast or fry,Food and drink,Verb,13234.0,Hup-5-23-2,14272.0,39.0,39.0,hupd1244,Portuguese,port1283,5-23,2146.0,ROAST OR FRY,1. clearly borrowed,1.0,,,1,positive,wold_positive,fritar,prita-,pos_0012682
"langar, nangar, nangal",nanga,Swahili,the anchor,Motion,Noun,21412.0,Swahili-10-89-1,52652.0,1.0,1.0,swah1253,Persian,west2369,10-89,1870.0,ANCHOR,1. clearly borrowed,1.0,,,1,positive,wold_positive,"langar, nangar, nangal",nanga,pos_0020410
akalo,kalou,Seychelles Creole,the pestle,Food and drink,Noun,19427.0,SeychellesCreole-5-59-1,50185.0,7.0,7.0,sese1246,Malagasy,plat1254,5-59,225.0,PESTLE,1. clearly borrowed,1.0,,,1,positive,wold_positive,akalo,kalou,pos_0018487
világos,világošno,Selice Romani,light(2),Sense perception,Adjective,850.0,SeliceRomani-15-62-1,49037.0,9.0,9.0,west2376,Hungarian,hung1274,15-62,250.0,LIGHT (COLOR),1. clearly borrowed,1.0,,,1,positive,wold_positive,világos,világošno,pos_0000837
kelésia,kelesia,Mapudungun,the lizard,Animals,Noun,3548.0,Mapudungun-3-96-2,34523.0,41.0,41.0,mapu1245,Gününa Yajüch,puel1244,3-96,632.0,LIZARD,2. probably borrowed,0.75,,,1,positive,wold_positive,kelésia,kelesia,pos_0003460
"jürak,",чире́,Thai,the monkey,Animals,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,"jürak,",чире́,cognate_external_0006091
múrúi,jeraq,English,the soldier,Warfare and hunting,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,múrúi,jeraq,noncognate_external_0001651
йирак,сүрэх,Hausa,the livestock,Animals,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,йирак,сүрэх,noncognate_external_0002290
*exquadra,square,English,the square,Spatial relations,Noun,14910.0,English-12-78-1,7958.0,13.0,13.0,stan1293,Late Latin,,12-78,850.0,SQUARE,1. clearly borrowed,1.0,,,1,positive,wold_positive,*exquadra,square,pos_0014250
"saoto, soto",soto,Indonesian,the soup,Food and drink,Noun,9913.0,Indonesian-5-64-2,16993.0,27.0,27.0,indo1316,Sundanese,sund1252,5-64,1547.0,SOUP,1. clearly borrowed,1.0,,,1,positive,wold_positive,"saoto, soto",soto,pos_0009485
ʨërɛ́,ɟʝyrek,Hausa,to borrow,Possession,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ʨërɛ́,ɟʝyrek,cognate_external_0000571
"зюрякъ,",djөrәk,Mapudungun,the farmer,Agriculture and vegetation,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,"зюрякъ,",djөrәk,cognate_external_0001797
ballot,pāloka,Hawaiian,the vote or ballot or pole,Social and political relations,Noun,8035.0,Hawaiian-19-99937-1,13864.0,30.0,30.0,hawa1245,English,stan1293,19-99937,,,1. clearly borrowed,1.0,,,1,positive,wold_positive,ballot,pāloka,pos_0007651
jœræk,ʨʏrek,Zinacantán Tzotzil,the blood,The body,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,jœræk,ʨʏrek,cognate_external_0006868
vapori,vapor,Romanian,the ship,Motion,Noun,15354.0,Romanian-10-81-2,43947.0,8.0,8.0,roma1327,Greek,mode1248,10-81,740.0,SHIP,1. clearly borrowed,1.0,,,1,positive,wold_positive,vapori,vapor,pos_0014693
xorɨ,akšə̑mə̑ms,Ket,the tobacco,Agriculture and vegetation,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,xorɨ,akšə̑mə̑ms,noncognate_external_0002532
scorpio,scorp(i)o,Old High German,the scorpion,Animals,Noun,11244.0,OldHighGerman-3-815-1,35809.0,11.0,11.0,oldh1241,Latin,,3-815,1538.0,SCORPION,1. clearly borrowed,1.0,,,1,positive,wold_positive,scorpio,scorp(i)o,pos_0010708
cupa,kappu,Japanese,the cup,Food and drink,Noun,13077.0,Japanese-5-35-1,20318.0,21.0,21.0,nucl1643,Latin,,5-35,476.0,CUP,1. clearly borrowed,1.0,,,1,positive,wold_positive,cupa,kappu,pos_0012527
йирак,ырааган,Romanian,the pan,Food and drink,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,йирак,ырааган,cognate_external_0008790
rostlina,rostlina,Lower Sorbian,the plant,Agriculture and vegetation,Noun,18170.0,LowerSorbian-8-53-1,28321.0,10.0,10.0,lowe1385,Upper Sorbian,uppe1395,8-53,653.0,PLANT (VEGETATION),1. clearly borrowed,1.0,,,1,positive,wold_positive,rostlina,rostlina,pos_0017266
mū,akšana,Q'eqchi',the brain,The body,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,mū,akšana,noncognate_external_0002817
akšə̑lgə̑ftə̑ms,óša,Swahili,to weigh,Possession,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,akšə̑lgə̑ftə̑ms,óša,cognate_external_0005182
paroxód,parxodt,Kildin Saami,the ship,Motion,Noun,4254.0,KildinSaami-10-81-1,26886.0,14.0,14.0,kild1236,Russian,russ1263,10-81,740.0,SHIP,1. clearly borrowed,1.0,,,1,positive,wold_positive,paroxód,parxodt,pos_0004160
altar,altar,Takia,the altar,Religion and belief,Noun,1518.0,Takia-22-14-1,54673.0,29.0,29.0,taki1248,English,stan1293,22-14,853.0,ALTAR,1. clearly borrowed,1.0,,,1,positive,wold_positive,altar,altar,pos_0001488
dəšra,ddšā',Tarifiyt Berber,the village,Social and political relations,Noun,5709.0,TarifiytBerber-19-16-1,2732.0,6.0,6.0,tari1263,Arabic (Moroccan),moro1292,19-16,930.0,VILLAGE,1. clearly borrowed,1.0,,,1,positive,wold_positive,dəšra,ddšā',pos_0005432
srepi,séépi,Saramaccan,the fishnet,Warfare and hunting,Noun,5138.0,Saramaccan-20-54-2,47685.0,36.0,36.0,sara1340,Sranan,sran1240,20-54,388.0,FISHNET,1. clearly borrowed,1.0,,,1,positive,wold_positive,srepi,séépi,pos_0004908
xabü,дёло,Romanian,the street,Modern world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,xabü,дёло,noncognate_external_0003392
sapožnik,sappɨkɨhɨt,Sakha,the shoemaker,Clothing and grooming,Noun,17180.0,Sakha-6-54-1,45485.0,19.0,19.0,yaku1245,Russian,russ1263,6-54,875.0,SHOEMAKER,5. no evidence for borrowing,0.0,,,1,positive,wold_positive,sapožnik,sappɨkɨhɨt,pos_0016358
wine,waina,Hawaiian,the wine,Food and drink,Noun,7859.0,Hawaiian-5-92-1,12854.0,30.0,30.0,hawa1245,English,stan1293,5-92,1524.0,WINE,1. clearly borrowed,1.0,,,1,positive,wold_positive,wine,waina,pos_0007476
rož',rōšš',Kildin Saami,the rye,Agriculture and vegetation,Noun,4182.0,KildinSaami-8-45-1,26688.0,14.0,14.0,kild1236,Russian,russ1263,8-45,23.0,RYE,1. clearly borrowed,1.0,,,1,positive,wold_positive,rož',rōšš',pos_0004090
aceituna,asetuna,Q'eqchi',the olive,Food and drink,Noun,3692.0,Qeqchi-5-78-1,41293.0,34.0,34.0,kekc1242,Spanish,stan1288,5-78,1154.0,OLIVE,1. clearly borrowed,1.0,,,1,positive,wold_positive,aceituna,asetuna,pos_0003604
majom (majm-),majmo,Selice Romani,the monkey,Animals,Noun,246.0,SeliceRomani-3-76-1,48022.0,9.0,9.0,west2376,Hungarian,hung1274,3-76,1350.0,MONKEY,1. clearly borrowed,1.0,,,1,positive,wold_positive,majom (majm-),majmo,pos_0000239
Leiter,létra,Selice Romani,the ladder,The house,Noun,12704.0,SeliceRomani-7-37-1,48433.0,9.0,9.0,west2376,German,stan1295,7-37,1464.0,LADDER,1. clearly borrowed,1.0,,,1,positive,wold_positive,Leiter,létra,pos_0012154
velryba,velriba,Selice Romani,the whale,Animals,Noun,15615.0,SeliceRomani-3-663-1,48012.0,9.0,9.0,west2376,Czech,czec1258,3-663,957.0,WHALE,1. clearly borrowed,1.0,,,1,positive,wold_positive,velryba,velriba,pos_0014823
k(a)lam,gan3lan3,Mandarin Chinese,the olive,Food and drink,Noun,20137.0,MandarinChinese-5-78-1,32838.0,22.0,22.0,mand1415,Unidentified,,5-78,1154.0,OLIVE,1. clearly borrowed,1.0,,,1,positive,wold_positive,k(a)lam,gan3lan3,pos_0019179
dschurak,чжéгеръ,Tarifiyt Berber,the spider,Animals,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,dschurak,чжéгеръ,cognate_external_0002437
carnero,karnero,Zinacantán Tzotzil,the ram,Animals,Noun,6125.0,ZinacantanTzotzil-3-26-1,57040.0,33.0,33.0,tzot1259,Spanish,stan1288,3-26,1344.0,RAM,1. clearly borrowed,1.0,,,1,positive,wold_positive,carnero,karnero,pos_0005814
akšə̑ńä,ašnazi͔ńe,Swahili,to bless,Religion and belief,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,akšə̑ńä,ašnazi͔ńe,cognate_external_0009006
vicia,bisya,Imbabura Quechua,the vetch,Agriculture and vegetation,Noun,16689.0,ImbaburaQuechua-8-99953-1,15617.0,37.0,37.0,imba1240,Spanish,stan1288,8-99953,,,1. clearly borrowed,1.0,,,1,positive,wold_positive,vicia,bisya,pos_0015890
akʃa,akšo·,Thai,the south,Spatial relations,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,akʃa,akšo·,cognate_external_0004948
jabón,xab'on,Q'eqchi',the soap,Clothing and grooming,Noun,3720.0,Qeqchi-6-95-1,41371.0,34.0,34.0,kekc1242,Spanish,stan1288,6-95,788.0,SOAP,1. clearly borrowed,1.0,,,1,positive,wold_positive,jabón,xab'on,pos_0003632
sʉrəχ,*jürek,Tarifiyt Berber,to wash,Basic actions and technology,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,sʉrəχ,*jürek,cognate_external_0000929
tу́häшим,mùnkí,Japanese,the buttocks,The body,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,tу́häшим,mùnkí,noncognate_external_0000581
raaq,loup,Tarifiyt Berber,the beginning,Time,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,raaq,loup,noncognate_external_0007952
akšaza,ašoldoms,Selice Romani,the crocodile or alligator,Animals,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,akšaza,ašoldoms,cognate_external_0009684
bhūjaṃga-,mpanjàka,Malagasy,the queen,Social and political relations,Noun,13264.0,Malagasy-19-33-1,30715.0,28.0,28.0,plat1254,Sanskrit,sans1269,19-33,1306.0,QUEEN,2. probably borrowed,0.75,,,1,positive,wold_positive,bhūjaṃga-,mpanjàka,pos_0012712
túgschu,туhу,Otomi,the donkey,Animals,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,túgschu,туhу,cognate_external_0000259
əra:x,ákúp,Kanuri,the shop/store,Possession,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,əra:x,ákúp,noncognate_external_0007688
tiānhòu,tenkō,Japanese,the weather,The physical world,Noun,2570.0,Japanese-1-78-2,19772.0,21.0,21.0,nucl1643,Chinese,mand1415,1-78,952.0,WEATHER,1. clearly borrowed,1.0,,,1,positive,wold_positive,tiānhòu,tenkō,pos_0002489
sirds,džürök,Swahili,the rudder,Motion,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,sirds,džürök,cognate_external_0008062
о́ша,ašińe,Tarifiyt Berber,twice/two times,Quantity,Function word,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,о́ша,ašińe,cognate_external_0009430
mū,míntú,Mandarin Chinese,the uncle,Kinship,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,mū,míntú,cognate_external_0003643
tas,mogaji,Vietnamese,late,Time,Function word,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,tas,mogaji,noncognate_external_0006878
туwуни́,tːʉ͡wʕɛ˥˩,Ket,the shovel,Agriculture and vegetation,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,туwуни́,tːʉ͡wʕɛ˥˩,cognate_external_0005620
ɕyrɛ́k,hà,Gawwada,the chain,Basic actions and technology,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ɕyrɛ́k,hà,noncognate_external_0006387
aɣoga,ɨraːx,Romanian,greedy,Emotions and values,Adjective,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,aɣoga,ɨraːx,noncognate_external_0001641
tnai,thaŋǎy,Thai,the sun,The physical world,Noun,20643.0,Thai-1-52-5,54818.0,23.0,23.0,thai1261,Old Khmer,,1-52,1343.0,SUN,1. clearly borrowed,1.0,,,1,positive,wold_positive,tnai,thaŋǎy,pos_0019641
ȡ͚͡ʑ̞̆̆ɪ̆ɹ̠̆̆ɰæ̽q̟ˁh,sürex,Q'eqchi',the hand,The body,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ȡ͚͡ʑ̞̆̆ɪ̆ɹ̠̆̆ɰæ̽q̟ˁh,sürex,cognate_external_0006526
"jürak,",xuršid,Mapudungun,the ball,Spatial relations,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,"jürak,",xuršid,noncognate_external_0007426
akšə̑lgə̑ftə̑ms,ascha,Hausa,the film/movie,Modern world,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,akšə̑lgə̑ftə̑ms,ascha,cognate_external_0009553
aga,mō[nǯ]ika,Takia,the river or stream,The physical world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,aga,mō[nǯ]ika,noncognate_external_0005084
grandis,grandchild,English,the grandchild,Kinship,Noun,14684.0,English-2-5-1,7072.0,13.0,13.0,stan1293,Latin,,2-5,1617.0,GRANDCHILD,5. no evidence for borrowing,0.0,,,1,positive,wold_positive,grandis,grandchild,pos_0014024
botón,wutum,Wichí,the button,Clothing and grooming,Noun,12477.0,Wichi-6-62-1,61823.0,40.0,40.0,wich1264,Spanish,stan1288,6-62,757.0,BUTTON,1. clearly borrowed,1.0,,,1,positive,wold_positive,botón,wutum,pos_0011927
ошо,akša,Vietnamese,the jug/pitcher,Food and drink,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ошо,akša,cognate_external_0010008
tʃjyrjekh,heart,Selice Romani,to embrace,Emotions and values,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,tʃjyrjekh,heart,cognate_external_0001398
telephone,kelepona,Hawaiian,the telephone,Modern world,Noun,7947.0,Hawaiian-23-12-1,13740.0,30.0,30.0,hawa1245,English,stan1293,23-12,1379.0,TELEPHONE,1. clearly borrowed,1.0,,,1,positive,wold_positive,telephone,kelepona,pos_0007564
mīr,dscholo,Ceq Wong,the wind,The physical world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,mīr,dscholo,noncognate_external_0003204
tʃjyrjekh,λύκος,Japanese,the smoke,The physical world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,tʃjyrjekh,λύκος,noncognate_external_0010095
syrex,жöряк,Tarifiyt Berber,a hundred,Quantity,Function word,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,syrex,жöряк,cognate_external_0000818
nuleg,nurlu yuwa-,Gurindji,to wrap,Motion,Verb,20341.0,Gurindji-10-14-1,10179.0,31.0,31.0,guri1247,Miriwung,miri1266,10-14,1113.0,WRAP,2. probably borrowed,0.75,,,1,positive,wold_positive,nuleg,nurlu yuwa-,pos_0019343
dromos,drum,Romanian,the path,Motion,Noun,15350.0,Romanian-10-72-1,43936.0,8.0,8.0,roma1327,Greek,mode1248,10-72,2252.0,PATH,1. clearly borrowed,1.0,,,1,positive,wold_positive,dromos,drum,pos_0014689
о́шо,akšə̑ldə̑ms,Selice Romani,the horse,Animals,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,о́шо,akšə̑ldə̑ms,cognate_external_0010029
aɣula,aɣulǯa,Selice Romani,the midday,Time,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,aɣula,aɣulǯa,noncognate_external_0002340
suruali,surwaali,Iraqw,the trousers,Clothing and grooming,Noun,1659.0,Iraqw-6-48-1,18885.0,2.0,2.0,iraq1241,Swahili,swah1253,6-48,809.0,TROUSERS,1. clearly borrowed,1.0,,,1,positive,wold_positive,suruali,surwaali,pos_0001626
gornbun,kalpun,Gurindji,the hawk,Animals,Noun,20272.0,Gurindji-3-585-1,9791.0,31.0,31.0,guri1247,Wardaman,ward1246,3-585,307.0,HAWK,2. probably borrowed,0.75,,,1,positive,wold_positive,gornbun,kalpun,pos_0019274
λύκος,aɣula,Tarifiyt Berber,to disappear,Motion,Verb,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,λύκος,aɣula,noncognate_external_0004444
tsasouna,ceassan,Kildin Saami,the church,Religion and belief,Noun,4416.0,KildinSaami-22-131-1,27415.0,14.0,14.0,kild1236,Karelian,kare1335,22-131,1349.0,CHURCH,2. probably borrowed,0.75,,,1,positive,wold_positive,tsasouna,ceassan,pos_0004317
jákor',joakar,Kildin Saami,the anchor,Motion,Noun,4259.0,KildinSaami-10-89-1,26897.0,14.0,14.0,kild1236,Russian,russ1263,10-89,1870.0,ANCHOR,1. clearly borrowed,1.0,,,1,positive,wold_positive,jákor',joakar,pos_0004165
lap,mengelap,Indonesian,to wipe,Basic actions and technology,Verb,9756.0,Indonesian-9-311-1,17291.0,27.0,27.0,indo1316,Dutch,dutc1256,9-311,1454.0,WIPE,1. clearly borrowed,1.0,,,1,positive,wold_positive,lap,mengelap,pos_0009333
Heng(e)st,hengist,Lower Sorbian,the stallion,Animals,Noun,18071.0,LowerSorbian-3-42-1,27773.0,10.0,10.0,lowe1385,New High German,stan1295,3-42,936.0,STALLION,1. clearly borrowed,1.0,,,1,positive,wold_positive,Heng(e)st,hengist,pos_0017174
dscholo,mundaɣa,White Hmong,cheap,Possession,Adjective,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,dscholo,mundaɣa,noncognate_external_0002692
tuge,tokje,Takia,the toilet,Modern world,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,tuge,tokje,cognate_external_0000063
múina,ɟʝyrek,Selice Romani,the paper,Speech and language,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,múina,ɟʝyrek,noncognate_external_0004285
jiāchù,kachiku,Japanese,the livestock,Animals,Noun,1824.0,Japanese-3-15-1,19920.0,21.0,21.0,nucl1643,Chinese,mand1415,3-15,631.0,LIVESTOCK,1. clearly borrowed,1.0,,,1,positive,wold_positive,jiāchù,kachiku,pos_0001783
ἥλιος,mū,Selice Romani,the vegetables,Food and drink,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ἥλιος,mū,noncognate_external_0000673
jөrǽk,ʨyrɛ́k,Takia,the handkerchief or rag,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,jөrǽk,ʨyrɛ́k,cognate_external_0007025
tournevis,tournavis,Seychelles Creole,the screwdriver,Modern world,Noun,19577.0,SeychellesCreole-23-555-1,51568.0,7.0,7.0,sese1246,French,stan1290,23-555,836.0,SCREWDRIVER,3. perhaps borrowed,0.5,,,1,positive,wold_positive,tournevis,tournavis,pos_0018625
Schwiegermutter,šwigermuter(ka),Lower Sorbian,the mother-in-law (of a woman),Kinship,Noun,18441.0,LowerSorbian-2-621-3,27703.0,10.0,10.0,lowe1385,New High German,stan1295,2-621,2256.0,MOTHER-IN-LAW (OF WOMAN),1. clearly borrowed,1.0,,,1,positive,wold_positive,Schwiegermutter,šwigermuter(ka),pos_0017531
akšə̑ptə̑ms,aɣulǯa,Tarifiyt Berber,the fermented drink,Food and drink,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,akšə̑ptə̑ms,aɣulǯa,noncognate_external_0007996
syrex,ǯola,Romanian,the sweet potato,Agriculture and vegetation,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,syrex,ǯola,noncognate_external_0006046
qawiy,kawen,Mapudungun,to row,Motion,Verb,21506.0,Mapudungun-10-852-1,64280.0,41.0,41.0,mapu1245,Quechua,,10-852,1849.0,ROW,2. probably borrowed,0.75,,,1,positive,wold_positive,qawiy,kawen,pos_0020504
жöряк,uraχ,Sakha,the airplane,Modern world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,жöряк,uraχ,noncognate_external_0007443
